Artist,Title,Length
Super Smash Bros. Brawl,Flower Field,2:14
Super Smash Bros. Brawl,The Legendary Air Ride Machine,3:14
Super Smash Bros. Brawl,King Dedede’s Theme,3:21
Super Smash Bros. Brawl,Boss Theme Medley,3:48
Super Smash Bros. Brawl,Gourmet Race,3:32
Super Smash Bros. Brawl,Meta Knight’s Revenge,4:08
Super Smash Bros. Brawl,Corneria,2:53
Super Smash Bros. Brawl,Main Theme (Star Fox 64),2:43
Super Smash Bros. Brawl,Area 6,2:01
Super Smash Bros. Brawl,Star Wolf,2:37
Super Smash Bros. Brawl,Star Wolf (Star Fox - Assault),3:17
Super Smash Bros. Brawl,Pokémon Main Theme,3:25
Super Smash Bros. Brawl,Pokémon Center,3:23
Super Smash Bros. Brawl,Road to Viridian City (From Pallet Town & Pewter City),3:24
Super Smash Bros. Brawl,Wild Pokémon Battle! (Ruby & Sapphire),3:06
Super Smash Bros. Brawl,Victory Road,4:04
Super Smash Bros. Brawl,Wild Pokémon Battle! (Diamond & Pearl),3:09
Super Smash Bros. Brawl,Dialga & Palkia Battle at Spear Pillar!,3:05
Super Smash Bros. Brawl,Mute City,3:40
Super Smash Bros. Brawl,White Land,4:56
Super Smash Bros. Brawl,Fire Field,2:17
Super Smash Bros. Melee,Opening,1:31
Super Smash Bros. Melee,Great Bay,1:31
Super Smash Bros. Melee,Hyrule Temple,2:58
Super Smash Bros. Melee,Brinstar,5:15
Super Smash Bros. Melee,Brinstar Depths,4:52
Super Smash Bros. Melee,Yoshi's Story,3:53
Super Smash Bros. Melee,Yoshi's Island,1:41
Super Smash Bros. Melee,Green Greens,3:18
Super Smash Bros. Melee,Fountain of Dreams,5:17
Super Smash Bros. Melee,Corneria,2:15
Super Smash Bros. Melee,Venom,2:04
Super Smash Bros. Melee,Pokémon Stadium,1:55
Super Smash Bros. Melee,Poké Floats,4:52
Super Smash Bros. Melee,Mute City,3:30
Super Smash Bros. Melee,Big Blue,3:57
Super Smash Bros. Melee,Mother,3:52
Super Smash Bros. Melee,Earthbound,3:54
Super Smash Bros. Melee,Menu 1,1:57
Super Smash Bros. Melee,Icicle Mountain ,3:35
Super Smash Bros. Melee,Flat Zone,3:38
Super Smash Bros. Melee,Super Mario Bros. 3,3:18
Super Smash Bros. Melee,Saria's Song,1:17
Super Smash Bros. Melee,Pokémon Battle!,3:13
Super Smash Bros. Melee,Fire Emblem,4:08
Super Smash Bros. Melee,How to Play ,1:44
Super Smash Bros. Melee,Mother 2,3:09
Super Smash Bros. Melee,Dr. Mario,2:34
Super Smash Bros. Melee,Balloon Fight,2:00
Super Smash Bros. Melee,Battlefield,2:52
Super Smash Bros. Melee,Final Destination,3:04
Super Smash Bros. Melee,Menu 2,2:06
Super Smash Bros. Melee,Princess Peach's Castle,2:47
Super Smash Bros. Melee,Rainbow Cruise,3:00
Super Smash Bros. Melee,Kongo Jungle,3:39
Super Smash Bros. Melee,Jungle Japes,5:37
Super Smash Bros. Melee,Break the Targets,1:27
Super Smash Bros. Melee,Multi-Man Melee 1,3:19
Super Smash Bros. Melee,Multi-Man Melee 2,3:06
Super Smash Bros. Melee,All-Star Rest Area,1:01
Super Smash Bros. Melee,Trophy,1:48
Super Smash Bros. Melee,Giga Bowser,3:02
Super Smash Bros. Ultimate,Classic Mode: Bonus Stage,2:35
Super Smash Bros. Ultimate,Master Hand,3:30
Super Smash Bros. Ultimate,Crazy Hand,3:30
Super Smash Bros. Ultimate,The Light Realm: Prologue,2:38
Super Smash Bros. Ultimate,The Light Realm: Base,2:19
Super Smash Bros. Ultimate,The Dark Realm,3:36
Super Smash Bros. Ultimate,The Final Battle,3:08
Super Smash Bros. Ultimate,Lifelight,3:46
Super Smash Bros. Ultimate,The Final Battle: After the Transformation,2:57
Super Smash Bros. Ultimate,Galeem,2:59
Super Smash Bros. Ultimate,Dharkon,4:56
Super Smash Bros. Ultimate,Galeem / Dharkon,5:15
Super Smash Bros. Ultimate,Main Theme Piano Solo,3:13
Super Smash Bros. Ultimate,Free the Spirit!,0:57
Super Smash Bros. Ultimate,Spirits: Collection,2:41
Super Smash Bros. Ultimate,Spirits: Inventory/Items,2:37
Super Smash Bros. Ultimate,Tourney: Battle List,0:42
Super Smash Bros. Ultimate,Tourney: Winner Announcement,1:14
Super Smash Bros. Ultimate,Menu,5:07
Super Smash Bros. Ultimate,Training,5:02
Super Smash Bros. Ultimate,Vault,3:30
Super Smash Bros. Ultimate,Shop,1:56
Super Smash Bros. Ultimate,Practice Fights,1:25
Super Smash Bros. Ultimate,Spectate,1:14
Super Smash Bros. Ultimate,Battlefield,4:59
Super Smash Bros. Ultimate,Final Destination,4:59
Super Smash Bros. Ultimate,Mob Smash,5:13
Super Smash Bros. Ultimate,Classic Mode: Mural,1:12
Super Smash Bros. Ultimate,Classic Mode: Defeat,1:04
Super Smash Bros. Ultimate,Classic Mode: Final Results,1:14
Super Smash Bros. Ultimate,Big Blue,4:24
Super Smash Bros. Ultimate,Under This Banner,4:50
Super Smash Bros. Ultimate,Advance,4:10
Super Smash Bros. Ultimate,Beyond Distant Skies - Roy's Departure,4:11
Super Smash Bros. Ultimate,Fire Emblem Theme (Heroic Origins),4:48
Super Smash Bros. Ultimate,Prelude (Ablaze),4:34
Super Smash Bros. Ultimate,Destiny (Ablaze),4:40
Super Smash Bros. Ultimate,Id (Purpose),3:16
Super Smash Bros. Ultimate,Lost in Thoughts All Alone,5:03
Super Smash Bros. Ultimate,Fire Emblem: Three Houses Main Theme,4:54
Super Smash Bros. Ultimate,Title Theme - Animal Crossing,5:06
Super Smash Bros. Ultimate,Title Theme - Animal Crossing: Happy Home Designer,4:52
Super Smash Bros. Ultimate,Title Theme - Animal Crossing: Wild World,4:51
Super Smash Bros. Ultimate,Main Menu - Wii Fit,3:38
Super Smash Bros. Ultimate,Training Menu - Wii Fit U,4:37
Super Smash Bros. Ultimate,Ground Theme - Super Mario Bros. 2,5:11
Super Smash Bros. Ultimate,Ground Theme - Super Mario Bros. 3,4:53
Super Smash Bros. Ultimate,Delfino Plaza,4:55
Super Smash Bros. Ultimate,Main Theme - Luigi's Mansion,4:46
Super Smash Bros. Ultimate,Tiger! Tiger!,4:50
Super Smash Bros. Ultimate,Counterattack,4:58
Super Smash Bros. Ultimate,Xenoblade Chronicles 2 Medley,5:28
Super Smash Bros. Ultimate,Splattack!,4:57
Super Smash Bros. Ultimate,Bomb Rush Blush,4:34
Super Smash Bros. Ultimate,Crash Man Stage,3:34
Super Smash Bros. Ultimate,Flash Man Stage,2:56
Super Smash Bros. Ultimate,Wood Man Stage,4:44
Super Smash Bros. Ultimate,Hard Man Stage,4:33
Super Smash Bros. Ultimate,Top Man Stage,4:55
Super Smash Bros. Ultimate,Snake Man Stage,4:58
Super Smash Bros. Ultimate,Mega Man 4 Medley,4:53
Super Smash Bros. Ultimate,Gravity Man Stage,4:35
Super Smash Bros. Ultimate,Napalm Man Stage,4:51
Super Smash Bros. Ultimate,Dark Man Stage,4:34
Super Smash Bros. Ultimate,We're Robots (Dr. Wily Stage 2),2:55
Super Smash Bros. Ultimate,Opening Stage,4:45
Super Smash Bros. Ultimate,Ice Man Stage,4:15
Super Smash Bros. Ultimate,Bomb Man Stage,1:42
Super Smash Bros. Ultimate,Fire Man Stage,3:51
Super Smash Bros. Ultimate,Metal Man Stage,4:35
Super Smash Bros. Ultimate,Galaga Medley,4:58
Super Smash Bros. Ultimate,Mappy Medley,4:59
Super Smash Bros. Ultimate,Area 1 - Dragon Spirit,4:59
Super Smash Bros. Ultimate,Guile Stage,2:55
Super Smash Bros. Ultimate,Vega Stage,4:16
Super Smash Bros. Ultimate,Opening - Bombing Mission,3:25
Super Smash Bros. Ultimate,Aerith's Theme,3:57
Super Smash Bros. Ultimate,Main Theme of FINAL FANTASY VII,4:57
Super Smash Bros. Ultimate,Cosmo Canyon,3:49
Super Smash Bros. Ultimate,Beginning,3:39
Super Smash Bros. Ultimate,Aquarius,5:00
Super Smash Bros. Ultimate,Divine Bloodlines,4:25
Super Smash Bros. Ultimate,Iron-Blue Intention,4:36
Super Smash Bros. Ultimate,Vampire Killer,3:08
Super Smash Bros. Ultimate,Dance of Gold,4:55
Super Smash Bros. Ultimate,Lost Painting,3:27
Super Smash Bros. Ultimate,Awake,4:52
Super Smash Bros. Ultimate,Lament of Innocence,5:11
Super Smash Bros. Ultimate,Starker / Wicked Child,5:05
Super Smash Bros. Ultimate,Out of Time,4:30
Super Smash Bros. Ultimate,Bloody Tears / Monster Dance,4:46
Super Smash Bros. Ultimate,Cross Your Heart,5:01
Super Smash Bros. Ultimate,Snakey Chantey,4:07
Super Smash Bros. Ultimate,Gang-Plank Galleon,4:50
Super Smash Bros. Ultimate,Crocodile Cacophony,4:22
Super Smash Bros. Ultimate,Donkey Kong / Donkey Kong Jr. Medley,4:52
Super Smash Bros. Ultimate,The Map Page / Bonus Level,4:58
Super Smash Bros. Ultimate,Aria of the Soul,4:48
Super Smash Bros. Ultimate,I'll Face Myself,3:53
Super Smash Bros. Ultimate,Main Theme - Banjo-Kazooie,4:58
Super Smash Bros. Ultimate,Spiral Mountain,5:00
Super Smash Bros. Ultimate,Mumbo's Mountain,4:58
Super Smash Bros. Ultimate,Treasure Trove Cove,4:23
Super Smash Bros. Ultimate,Gobi's Valley,4:54
Super Smash Bros. Ultimate,Mad Monster Mansion,3:54
Super Smash Bros. Ultimate,Vs. Klungo,3:52
Super Smash Bros. Ultimate,The London March - FATAL FURY 2,5:03
Super Smash Bros. Ultimate,11th Street - FATAL FURY WILD AMBITION,4:50
Super Smash Bros. Ultimate,Stormy Saxophone 2 - KOF '96,3:16
Super Smash Bros. Ultimate,Kurikinton - FATAL FURY 2,4:58
Super Smash Bros. Ultimate,Theme of SYD - Alpha Mission,4:24
Super Smash Bros. Ultimate,Forest World - Athena,4:24
Super Smash Bros. Ultimate,Psycho Soldier Theme,2:54
Super Smash Bros. Ultimate,Psycho Soldier Theme (Overseas Version),2:54
Super Smash Bros. Ultimate,ART of FIGHT - Art of Fighting,4:50
Super Smash Bros. Ultimate,Banquet of Nature - SAMURAI SHODOWN,2:57
Super Smash Bros. Ultimate,Gaia - SAMURAI SHODOWN,4:22
Super Smash Bros. Ultimate,Main Theme from Metal Slug - METAL SLUG,4:27
Super Smash Bros. Ultimate,Pasta - FATAL FURY 2,3:41
Super Smash Bros. Ultimate,Tarkun and Kitapy - FATAL FURY 2,5:04
Super Smash Bros. Ultimate,Let's Go to Seoul! - FATAL FURY 2,4:48
Super Smash Bros. Ultimate,ARMS Grand Prix Official Theme Song,4:36
Super Smash Bros. Ultimate,Ramen Bowl,4:28
Super Smash Bros. Ultimate,Halland / Dalarna,4:59
Super Smash Bros. Ultimate,Earth,5:12
Super Smash Bros. Ultimate,Toys on a Tear,5:02
Super Smash Bros. Ultimate,Dance of the Blocks,3:35
Super Smash Bros. Ultimate,Glide,5:11
Super Smash Bros. Ultimate,The Arch-Illager,4:42
Super Smash Bros. Ultimate,Landscape Under the Ghost-Kaminano,4:59
Super Smash Bros. Ultimate,Moonsiders 1st,3:54
Super Smash Bros. Ultimate,Aloneness,4:52
Super Smash Bros. Ultimate,"Kazuya Mishima, Devil Kazuya",2:58
Super Smash Bros. Ultimate,Duck Hunt Medley,4:36
Super Smash Bros. Ultimate,MEGALOVANIA,4:58
Super Smash Bros. Ultimate,Yūyūki Medley,5:16
Super Smash Bros. Ultimate,Light Plane,5:10
Super Smash Bros. Ultimate,Bathtime Theme,4:47
Super Smash Bros. Ultimate,Title Theme - Wii Sports,3:38
Super Smash Bros. Ultimate,Title Theme - Wii Sports Club,4:02
Super Smash Bros. Ultimate,Afternoon on the Island,4:38
Super Smash Bros. Ultimate,Find Mii / Find Mii II Medley,4:40
Super Smash Bros. Ultimate,Termina Field,5:08
Super Smash Bros. Ultimate,Molgera,4:35
Super Smash Bros. Ultimate,Midna's Lament,5:18
Super Smash Bros. Ultimate,Main Theme - The Legend of Zelda: Tri Force Heroes,4:55
Super Smash Bros. Ultimate,Nintendo Switch Presentation 2017 Trailer BGM,4:50
Super Smash Bros. Ultimate,Main Theme - The Legend of Zelda: Breath of the Wild,4:11
Super Smash Bros. Ultimate,Kass's Theme,3:18
Super Smash Bros. Ultimate,Death Mountain,5:08
Super Smash Bros. Ultimate,Vs. Ridley,4:53
Super Smash Bros. Ultimate,Brinstar Depths,4:40
Super Smash Bros. Ultimate,Main Theme - Yoshi's New Island,5:10
Super Smash Bros. Ultimate,City Trial,4:43
Super Smash Bros. Ultimate,Staff Credits - Kirby's Dream Land,4:01
Super Smash Bros. Ultimate,Battle! (Steven),4:07
Super Smash Bros. Ultimate,Battle! (Lorekeeper Zinnia),4:55
Super Smash Bros. Ultimate,Battle! (Wild Pokémon) - Pokémon Sun / Pokémon Moon,4:09
Super Smash Bros. Ultimate,Battle! (Trainer) - Pokémon Sun / Pokémon Moon,4:18
Super Smash Bros. Ultimate,Battle! (Island Kahuna),4:00
Super Smash Bros. Ultimate,Battle! (Gladion),5:00
Super Smash Bros. Ultimate,The Battle at the Summit!,5:11
Super Star Wars,Courage,1:30
Super Star Wars,Cantina Fight,1:38
Super Star Wars,The Millennium Falcon,0:50
Super Star Wars,Luke Skywalker's Theme,4:30
Super Star Wars,Star Wars Main Theme,1:46
Super Star Wars,Desert Journey,1:21
Super Star Wars,Urgent News,0:38
Super Star Wars,Aerial Combat,1:21
Tetris (Game Boy),Type A,2:47
Tetris (Game Boy),Type B,2:40
Tetris (Game Boy),Type C,2:48
Tetris (NES),Type A,1:54
Tetris (NES),Type B,1:15
Tetris (NES),High Score,0:31
The Legend of Zelda,Title BGM,2:43
The Legend of Zelda,Ending Theme,1:39
The Legend of Zelda,Overworld BGM,1:14
The Legend of Zelda,Underworld BGM,0:42
The Legend of Zelda: A Link Between Worlds,At The Sanctuary,2:24
The Legend of Zelda: A Link Between Worlds,Kakariko Village,2:07
The Legend of Zelda: A Link Between Worlds,Hyrule Castle at Peace,1:38
The Legend of Zelda: A Link Between Worlds,Meeting Princess Zelda,1:52
The Legend of Zelda: A Link Between Worlds,Hyrule Theme,3:03
The Legend of Zelda: A Link Between Worlds,A Kingdom's Legend,2:25
The Legend of Zelda: A Link Between Worlds,Venturing Indoors,0:59
The Legend of Zelda: A Link Between Worlds,Hyrule Hotfoot,1:21
The Legend of Zelda: A Link Between Worlds,At the Milk Bar,1:06
The Legend of Zelda: A Link Between Worlds,Title Screen,0:33
The Legend of Zelda: A Link Between Worlds,The Lost Woods,0:51
The Legend of Zelda: A Link Between Worlds,Hyrule Theme 2,2:53
The Legend of Zelda: A Link Between Worlds,Hyrule Castle Battle Theme,2:55
The Legend of Zelda: A Link Between Worlds,Facing Yuga in Hyrule Castle,2:15
The Legend of Zelda: A Link Between Worlds,Princess Hilda Appears,3:13
The Legend of Zelda: A Link Between Worlds,StreetPass Battle Theme,1:35
The Legend of Zelda: A Link Between Worlds,Hyrule at Peace,1:14
The Legend of Zelda: A Link Between Worlds,Lorule Theme,2:28
The Legend of Zelda: A Link Between Worlds,Scaling Death Mountain,2:17
The Legend of Zelda: A Link Between Worlds,Lorule Theme 2,2:45
The Legend of Zelda: A Link Between Worlds,The Story of Lorule,1:06
The Legend of Zelda: A Link Between Worlds,Facing Ganon,1:58
The Legend of Zelda: A Link Between Worlds,Octoball Derby,1:31
The Legend of Zelda: A Link Between Worlds,Light in Lorule,1:33
The Legend of Zelda: A Link Between Worlds,Credits,4:15
The Legend of Zelda: A Link to the Past,Guessing-Game House,0:48
The Legend of Zelda: A Link to the Past,Forest,0:44
The Legend of Zelda: A Link to the Past,Ganon's Theme,1:03
The Legend of Zelda: A Link to the Past,Dark World,2:04
The Legend of Zelda: A Link to the Past,Dark Mountain Forest,1:43
The Legend of Zelda: A Link to the Past,The Goddess Appears,0:53
The Legend of Zelda: A Link to the Past,Ganon's Message,1:07
The Legend of Zelda: A Link to the Past,Battle with Ganon,1:08
The Legend of Zelda: A Link to the Past,Triforce Chamber,1:27
The Legend of Zelda: A Link to the Past,Opening Demo,1:53
The Legend of Zelda: A Link to the Past,Ending,3:49
The Legend of Zelda: A Link to the Past,Staff Roll,3:53
The Legend of Zelda: A Link to the Past,Hyrule Castle,2:54
The Legend of Zelda: A Link to the Past,Princess Zelda's Rescue - Zelda's Lullaby,1:34
The Legend of Zelda: A Link to the Past,Overworld,1:22
The Legend of Zelda: A Link to the Past,Kakariko Village,3:10
The Legend of Zelda: Breath of the Wild,Main Theme,1:55
The Legend of Zelda: Breath of the Wild,The King of Hyrule's Wish,2:08
The Legend of Zelda: Breath of the Wild,Talus Battle,1:55
The Legend of Zelda: Breath of the Wild,Kakariko Village (Day),3:46
The Legend of Zelda: Breath of the Wild,Kakariko Village (Night),4:29
The Legend of Zelda: Breath of the Wild,Hateno Village (Day),3:29
The Legend of Zelda: Breath of the Wild,Hateno Village (Night),4:21
The Legend of Zelda: Breath of the Wild,Great Fairy Fountain,1:38
The Legend of Zelda: Breath of the Wild,Kass' Theme,1:08
The Legend of Zelda: Breath of the Wild,"Kass: ""Ancient Song""",2:18
The Legend of Zelda: Breath of the Wild,Stables,2:17
The Legend of Zelda: Breath of the Wild,Sidon's Theme,1:12
The Legend of Zelda: Breath of the Wild,Zora's Domain (Day),3:36
The Legend of Zelda: Breath of the Wild,Zora's Domain (Night),4:23
The Legend of Zelda: Breath of the Wild,"Link's Memories: ""Mipha's Touch""",1:45
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Ruta Battle,1:56
The Legend of Zelda: Breath of the Wild,A Promise with Sidon,0:59
The Legend of Zelda: Breath of the Wild,Reunion: Mipha,1:44
The Legend of Zelda: Breath of the Wild,The Grand Divine Beast,0:51
The Legend of Zelda: Breath of the Wild,Rito Village (Day),3:24
The Legend of Zelda: Breath of the Wild,Rito Village (Night),4:13
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Medoh Battle,2:43
The Legend of Zelda: Breath of the Wild,Teba's Encouragement,1:11
The Legend of Zelda: Breath of the Wild,Reunion: Revali,1:16
The Legend of Zelda: Breath of the Wild,Kass's Theme (Song of the Hero ver.),1:00
The Legend of Zelda: Breath of the Wild,Master Kohga Battle,2:08
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Naboris Battle,2:47
The Legend of Zelda: Breath of the Wild,Molduga Battle,2:39
The Legend of Zelda: Breath of the Wild,Goron City (Day),2:45
The Legend of Zelda: Breath of the Wild,Goron City (Night),3:37
The Legend of Zelda: Breath of the Wild,Reunion: Daruk,1:39
The Legend of Zelda: Breath of the Wild,Daruk and the Divine Beast,1:22
The Legend of Zelda: Breath of the Wild,Gerudo Town (Day),4:47
The Legend of Zelda: Breath of the Wild,Gerudo Town (Night),3:29
The Legend of Zelda: Breath of the Wild,Korok Forest (Day),2:44
The Legend of Zelda: Breath of the Wild,Korok Forest (Night),3:24
The Legend of Zelda: Breath of the Wild,"Link's Memories: ""Zelda's Awakening""",2:10
The Legend of Zelda: Breath of the Wild,Guardian Battle,2:08
The Legend of Zelda: Breath of the Wild,Hyrule Castle (Exterior),4:41
The Legend of Zelda: Breath of the Wild,Hyrule Castle (Interior),4:41
The Legend of Zelda: Breath of the Wild,Calamity Ganon Battle - First Form,2:46
The Legend of Zelda: Breath of the Wild,Calamity Ganon Battle - Second Form,3:51
The Legend of Zelda: Breath of the Wild,Dark Beast Ganon Battle,4:50
The Legend of Zelda: Breath of the Wild,Staff Credits,9:35
The Legend of Zelda: Breath of the Wild,Epilogue,1:49
The Legend of Zelda: Breath of the Wild,Lurelin Village (Day),3:27
The Legend of Zelda: Breath of the Wild,Lurelin Village (Night),4:26
The Legend of Zelda: Breath of the Wild,Tarrey Town (Complete),3:23
The Legend of Zelda: Breath of the Wild,Mini-Game: Bird-Man Research Study,1:41
The Legend of Zelda: Breath of the Wild,Mipha and Sidon,2:09
The Legend of Zelda: Breath of the Wild,The Solitary Warrior: Revali,2:13
The Legend of Zelda: Breath of the Wild,Larger Than Life: Daruk,2:22
The Legend of Zelda: Breath of the Wild,The Great Urbosa,2:23
The Legend of Zelda: Breath of the Wild,The Final Trial,5:59
The Legend of Zelda: Breath of the Wild,Monk Maz Koshia,6:52
The Legend of Zelda: Breath of the Wild,The Divine Princess and the Five Champions,2:35
The Legend of Zelda: Breath of the Wild,Nintendo Switch Presentation 2017 Trailer BGM (Bonus Track),3:20
The Legend of Zelda: Majora's Mask,Title Theme,2:10
The Legend of Zelda: Majora's Mask,Milk Bar,1:24
The Legend of Zelda: Majora's Mask,"Clock Town, Second Day",1:05
The Legend of Zelda: Majora's Mask,"Clock Town, Third Day",1:07
The Legend of Zelda: Majora's Mask,Last Day,2:05
The Legend of Zelda: Majora's Mask,Astral Observatory,1:21
The Legend of Zelda: Majora's Mask,Song of Healing,1:19
The Legend of Zelda: Majora's Mask,Termina Field,1:28
The Legend of Zelda: Majora's Mask,Boat Cruise,1:52
The Legend of Zelda: Majora's Mask,Deku Palace,2:25
The Legend of Zelda: Majora's Mask,Majora's Theme,1:29
The Legend of Zelda: Majora's Mask,Middle Boss Battle,2:05
The Legend of Zelda: Majora's Mask,Giants' Theme,1:38
The Legend of Zelda: Majora's Mask,Clock Tower,1:38
The Legend of Zelda: Majora's Mask,Happy Mask Salesman's Theme,0:51
The Legend of Zelda: Majora's Mask,"Clock Town, First Day",1:27
The Legend of Zelda: Majora's Mask,Stone Tower Temple,1:57
The Legend of Zelda: Majora's Mask,Stone Tower Temple Upside-down,1:58
The Legend of Zelda: Majora's Mask,Calling the Four Giants,1:40
The Legend of Zelda: Majora's Mask,Tatl & Tael,1:21
The Legend of Zelda: Majora's Mask,Majora's Wrath Battle,1:59
The Legend of Zelda: Majora's Mask,The End/Credits,6:17
The Legend of Zelda: Majora's Mask,Boss Battle,2:14
The Legend of Zelda: Majora's Mask,Goron Race,1:26
The Legend of Zelda: Majora's Mask,Bremen March,0:50
The Legend of Zelda: Majora's Mask,Cremia's Carriage,1:10
The Legend of Zelda: Majora's Mask,Pirates' Fortress,1:43
The Legend of Zelda: Majora's Mask,Music Box House,1:43
The Legend of Zelda: Majora's Mask,Ikana Castle,1:54
The Legend of Zelda: Ocarina of Time,Title Theme,1:17
The Legend of Zelda: Ocarina of Time,Shop,1:06
The Legend of Zelda: Ocarina of Time,Boss Battle,1:17
The Legend of Zelda: Ocarina of Time,Legend of Hyrule,1:56
The Legend of Zelda: Ocarina of Time,Hyrule Field Main Theme,4:41
The Legend of Zelda: Ocarina of Time,Kepora Gebora's Theme,0:58
The Legend of Zelda: Ocarina of Time,Market,0:57
The Legend of Zelda: Ocarina of Time,Shooting Gallery,0:37
The Legend of Zelda: Ocarina of Time,Hyrule Castle Courtyard,0:51
The Legend of Zelda: Ocarina of Time,Zelda's Theme,0:47
The Legend of Zelda: Ocarina of Time,Lon Lon Ranch,2:06
The Legend of Zelda: Ocarina of Time,Mini Game,0:31
The Legend of Zelda: Ocarina of Time,Deku Tree,0:34
The Legend of Zelda: Ocarina of Time,Kakariko Village,1:42
The Legend of Zelda: Ocarina of Time,Goron City,1:36
The Legend of Zelda: Ocarina of Time,Lost Woods,0:36
The Legend of Zelda: Ocarina of Time,Dodongo Boss Battle,1:06
The Legend of Zelda: Ocarina of Time,Zora's Domain,1:28
The Legend of Zelda: Ocarina of Time,Great Fairy's Fountain,0:33
The Legend of Zelda: Ocarina of Time,Potion Shop,0:51
The Legend of Zelda: Ocarina of Time,Temple of Time,1:17
The Legend of Zelda: Ocarina of Time,House,0:34
The Legend of Zelda: Ocarina of Time,Sheik's Theme,0:28
The Legend of Zelda: Ocarina of Time,Horse Race,0:44
The Legend of Zelda: Ocarina of Time,Ingo's Theme,0:36
The Legend of Zelda: Ocarina of Time,Windmill Hut,0:51
The Legend of Zelda: Ocarina of Time,Kokiri Forest,0:59
The Legend of Zelda: Ocarina of Time,Gerudo Valley,1:32
The Legend of Zelda: Ocarina of Time,Spirit Temple,2:55
The Legend of Zelda: Ocarina of Time,Kotake & Koume's Theme,0:50
The Legend of Zelda: Ocarina of Time,Ganondorf Battle,1:10
The Legend of Zelda: Ocarina of Time,Last Battle,2:08
The Legend of Zelda: Ocarina of Time,End Credits,7:08
The Legend of Zelda: Skyward Sword,Skyloft,3:11
The Legend of Zelda: Skyward Sword,House Theme,1:10
The Legend of Zelda: Skyward Sword,Before the Goddess Statue,0:42
The Legend of Zelda: Skyward Sword,A Moment with Zelda,2:42
The Legend of Zelda: Skyward Sword,Groose Appears,1:42
The Legend of Zelda: Skyward Sword,Groose Appears Uneasy,2:10
The Legend of Zelda: Skyward Sword,Zelda's Theme (Light Version),1:19
The Legend of Zelda: Skyward Sword,Crimson Loftwing,2:02
The Legend of Zelda: Skyward Sword,Flight Training,2:10
The Legend of Zelda: Skyward Sword,The Wing Ceremony,2:09
The Legend of Zelda: Skyward Sword,Wing Ceremony Winner,2:21
The Legend of Zelda: Skyward Sword,The Black Tornado,0:52
The Legend of Zelda: Skyward Sword,Gaepora's Lament,3:37
The Legend of Zelda: Skyward Sword,An Ages-Old Tale,3:01
The Legend of Zelda: Skyward Sword,Fi's Theme,3:45
The Legend of Zelda: Skyward Sword,The Ballad of the Goddess (Main Theme),1:33
The Legend of Zelda: Skyward Sword,Skyloft (Piano Arrange),2:24
The Legend of Zelda: Skyward Sword,File Select,1:37
The Legend of Zelda: Skyward Sword,Islands in the Sky,1:06
The Legend of Zelda: Skyward Sword,Knight's Academy,1:51
The Legend of Zelda: Skyward Sword,Gliding with a Loftwing,3:18
The Legend of Zelda: Skyward Sword,A Strong Foe,4:09
The Legend of Zelda: Skyward Sword,"Ghirahim, Demon Lord",2:49
The Legend of Zelda: Skyward Sword,A Duel with Ghirahim,4:05
The Legend of Zelda: Skyward Sword,Skyview Spring,3:07
The Legend of Zelda: Skyward Sword,Fi’s Translation,2:48
The Legend of Zelda: Skyward Sword,Eldin Volcano,3:57
The Legend of Zelda: Skyward Sword,Meeting the Mogmas,1:02
The Legend of Zelda: Skyward Sword,Thrill Digger,1:59
The Legend of Zelda: Skyward Sword,The Earth Temple,4:31
The Legend of Zelda: Skyward Sword,The Sealed Temple,3:14
The Legend of Zelda: Skyward Sword,Faron Woods,3:40
The Legend of Zelda: Skyward Sword,Lanayru Desert (Timeshift Stone),3:48
The Legend of Zelda: Skyward Sword,Scrapper Lives,1:24
The Legend of Zelda: Skyward Sword,The Isle of Songs,3:04
The Legend of Zelda: Skyward Sword,Farore's Silent Realm,2:46
The Legend of Zelda: Skyward Sword,Lake Floria,3:36
The Legend of Zelda: Skyward Sword,Moldarach & Koloktos Battles,2:56
The Legend of Zelda: Skyward Sword,Koloktos Battle (Second Phase),2:42
The Legend of Zelda: Skyward Sword,Ghirahim’s Assault,2:48
The Legend of Zelda: Skyward Sword,Floating Island,2:26
The Legend of Zelda: Skyward Sword,The Lumpy Pumpkin,3:12
The Legend of Zelda: Skyward Sword,Sailing the Sand Sea,3:20
The Legend of Zelda: Skyward Sword,The Lanayru Sand Sea (Timeshift Stone),4:32
The Legend of Zelda: Skyward Sword,A Fierce Fight,2:52
The Legend of Zelda: Skyward Sword,Ghirahim's Theme ~Reprise~,3:24
The Legend of Zelda: Skyward Sword,"Demon Lord, Ghirahim Second Battle",2:49
The Legend of Zelda: Skyward Sword,Nayru's Silent Realm,2:11
The Legend of Zelda: Skyward Sword,Ballad of the Goddess ~Piano Arrange~,0:46
The Legend of Zelda: Skyward Sword,"Levias, Great Spirit of the Skies",2:40
The Legend of Zelda: Skyward Sword,Ocular Parasite Bilocyte Battle,2:12
The Legend of Zelda: Skyward Sword,The Sacred Dragons,3:32
The Legend of Zelda: Skyward Sword,Bamboo Slicing,1:34
The Legend of Zelda: Skyward Sword,The Flooded Woods,4:17
